,words,count
1804,mariabartiromo,43
1805,approve,43
1806,mistakes,42
1807,caused,42
1808,coach,42
1809,stone,42
1810,stewart,42
1811,clearly,42
1812,sugar,42
1813,smarter,42
1814,“we,42
1815,editorial,42
1816,indeed,42
1817,leezagibbons,42
1818,tour,42
1819,amounts,42
1820,purchase,42
1821,exist,42
1822,song,42
1823,bedminster,42
1824,informed,42
1825,pouring,42
1826,jay,42
1827,imwithyou,42
1828,answers,42
1829,loyal,42
1830,dog,42
1831,mother,42
1832,nafta,42
1833,products,42
1834,documents,42
1835,puts,42
1836,trumpnewyork,42
1837,accomplished,42
1838,i’ll,42
1839,moment,42
1840,st,42
1841,marine,42
1842,personal,41
1843,drain,41
1844,schedule,41
1845,merry,41
1846,clintons,41
1847,lisa,41
1848,features,41
1849,ground,41
1850,plenty,41
1851,shape,41
1852,campaigning,41
1853,absolute,41
1854,changes,41
1855,governors,41
1856,islamic,41
1857,enter,41
1858,currently,41
1859,gary,41
1860,rivers,41
1861,trumplasvegas,41
1862,lord,41
1863,vacation,41
1864,challenge,41
1865,decided,41
1866,jail,41
1867,discussed,41
1868,trumpscotland,41
1869,holding,41
1870,direction,41
1871,stopping,41
1872,beating,41
1873,considering,41
1874,foxbusiness,41
1875,addition,41
1876,card,41
1877,april,41
1878,emergency,40
1879,apology,40
1880,issues,40
1881,ending,40
1882,vince,40
1883,hello,40
1884,liar,40
1885,el,40
1886,india,40
1887,ap,40
1888,flights,40
1889,self,40
1890,refused,40
1891,cars,40
1892,sales,40
1893,roberts,40
1894,c,40
1895,charges,40
1896,derek,40
1897,goals,40
1898,karl,40
1899,receive,40
1900,trumpgolfla,40
1901,kavanaugh,40
1902,shifty,40
1903,values,40
1904,provide,40
1905,passing,40
1906,learned,40
1907,mcconnell,40
1908,modern,40
1909,closed,40
1910,study,40
1911,tim,40
1912,boss,40
1913,fools,40
1914,remarks,40
1915,bigleaguetruth,40
1916,served,40
1917,trumpsoho,40
1918,landed,40
1919,brady,39
1920,personally,39
1921,changing,39
1922,hosted,39
1923,brings,39
1924,baltimore,39
1925,hates,39
1926,cia,39
1927,member,39
1928,ways,39
1929,killer,39
1930,radio,39
1931,wear,39
1932,awards,39
1933,mikeandmike,39
1934,swamp,39
1935,possibly,39
1936,account,39
1937,driving,39
1938,nominee,39
1939,forgotten,39
1940,anncoulter,39
1941,scottish,39
1942,arena,39
1943,tedcruz,39
1944,jersey,39
1945,previous,39
1946,cases,39
1947,lawrence,39
1948,tuckercarlson,39
1949,nation’s,39
1950,access,39
1951,grow,39
1952,email,39
1953,admitted,39
1954,parts,39
1955,die,39
1956,rebuilding,39
1957,magnificent,39
1958,gain,39
1959,wednesday,39
1960,thegarybusey,39
1961,wild,38
1962,amspec,38
1963,plane,38
1964,talked,38
1965,impossible,38
1966,sessions,38
1967,rallies,38
1968,haven’t,38
1969,fiscal,38
1970,restaurant,38
1971,refuse,38
1972,lawsuit,38
1973,paper,38
1974,prison,38
1975,judgejeanine,38
1976,thrilled,38
1977,pols,38
1978,hair,38
1979,silent,38
1980,there’s,38
1981,share,38
1982,agents,38
1983,cash,38
1984,attacking,38
1985,island,38
1986,extraordinary,38
1987,fixed,38
1988,deleted,38
1989,mac,38
1990,charlotte,38
1991,exclusive,38
1992,elect,37
1993,dad,37
1994,“a,37
1995,spot,37
1996,fear,37
1997,howard,37
1998,pray,37
1999,style,37
2000,birth,37
2001,slow,37
2002,damage,37
2003,average,37
2004,joint,37
2005,shown,37
2006,critical,37
2007,doj,37
2008,per,37
2009,kept,37
2010,thanksgiving,37
2011,classified,37
2012,missusa,37
2013,govt,37
2014,bipartisan,37
2015,gopdebate,37
2016,phoenix,37
2017,contract,37
2018,represent,37
2019,strzok,37
2020,pleasure,37
2021,ashamed,37
2022,weakness,37
2023,wasnt,37
2024,dubai,37
2025,closing,37
2026,’s,37
2027,tougher,37
2028,kerry,37
2029,owner,37
2030,original,37
2031,sleep,37
2032,danny,37
2033,raising,36
2034,continuing,36
2035,relief,36
2036,figure,36
2037,interviews,36
2038,bank,36
2039,aliens,36
2040,agent,36
2041,folks,36
2042,hatred,36
2043,moron,36
2044,harassment,36
2045,benefit,36
2046,finish,36
2047,test,36
2048,toronto,36
2049,djt,36
2050,break,36
2051,august,36
2052,liked,36
2053,ceo,36
2054,round,36
2055,counsel,36
2056,coal,36
2057,strategy,36
2058,delivered,36
2059,rising,36
2060,kenyamoore,36
2061,accept,36
2062,broke,36
2063,substantially,36
2064,communities,36
2065,doonbeg,36
2066,appearance,36
2067,base,36
2068,efforts,36
2069,loopholes,36
2070,falling,36
2071,fitn,36
2072,amount,36
2073,battle,36
2074,scale,36
2075,regarding,36
2076,laugh,35
2077,opposition,35
2078,witnesses,35
2079,joining,35
2080,groups,35
2081,busy,35
2082,tiger,35
2083,annual,35
2084,judgement,35
2085,guts,35
2086,productive,35
2087,headed,35
2088,trumptrain,35
2089,speeches,35
2090,sector,35
2091,age,35
2092,prosperity,35
2093,drive,35
2094,transparency,35
2095,services,35
2096,discredited,35
2097,effective,35
2098,directly,35
2099,apart,35
2100,lindseygrahamsc,35
2101,various,35
2102,actions,35
2103,armed,35
2104,dumbest,35
2105,avenue,35
2106,shouldnt,35
2107,thomas,35
2108,wake,35
2109,dope,35
2110,wars,35
2111,ballot,35
2112,visiting,35
2113,hurting,35
2114,weve,35
2115,lyin,35
2116,pushed,35
2117,airport,35
2118,server,35
2119,ryan,35
2120,barriers,35
2121,added,35
2122,ventilators,35
2123,couple,35
2124,anthem,34
2125,venezuela,34
2126,courts,34
2127,conflicted,34
2128,levels,34
2129,lack,34
2130,blew,34
2131,students,34
2132,labor,34
2133,finale,34
2134,liberty,34
2135,pete,34
2136,sooo,34
2137,nowhere,34
2138,lines,34
2139,hitting,34
2140,spa,34
2141,visited,34
2142,iq,34
2143,n,34
2144,chucktodd,34
2145,bay,34
2146,increases,34
2147,vice,34
2148,protesters,34
2149,ripping,34
2150,sean,34
2151,stayed,34
2152,completed,34
2153,viewers,34
2154,virtually,34
2155,h,34
2156,hispanic,34
2157,bit,34
2158,defund,34
2159,strongest,34
2160,selling,34
2161,train,34
2162,choose,34
2163,inspired,34
2164,catch,34
2165,churchill,34
2166,snl,34
2167,ability,34
2168,aren’t,33
2169,abe,33
2170,incompetence,33
2171,ally,33
2172,destruction,33
2173,rush,33
2174,covered,33
2175,plant,33
2176,dt,33
2177,pays,33
2178,planned,33
2179,premiere,33
2180,howardstern,33
2181,partner,33
2182,buffalo,33
2183,unfairly,33
2184,admire,33
2185,giant,33
2186,dow,33
2187,medical,33
2188,walk,33
2189,delegates,33
2190,research,33
2191,partisan,33
2192,nj,33
2193,however,33
2194,legendary,33
2195,trumptoronto,33
2196,today’s,33
2197,road,33
2198,hawaii,33
2199,virus,33
2200,series,33
2201,education,33
2202,elite,33
2203,restore,33
2204,demdebate,33
2205,remains,33
2206,core,33
2207,worker,33
2208,puppet,33
2209,powell,33
2210,wishing,33
2211,hole,33
2212,embarrassed,33
2213,toward,33
2214,certainly,33
2215,em,33
2216,mikepence,33
2217,tbt,33
2218,bc,32
2219,none,32
2220,krauthammer,32
2221,graydon,32
2222,marcorubio,32
2223,receiving,32
2224,duty,32
2225,huffingtonpost,32
2226,blow,32
2227,copy,32
2228,interested,32
2229,nearly,32
2230,wisdom,32
2231,honesty,32
2232,celebrating,32
2233,attacked,32
2234,bias,32
2235,meantime,32
2236,space,32
2237,forces,32
2238,individual,32
2239,ericbolling,32
2240,representing,32
2241,parents,32
2242,writing,32
2243,taxpayers,32
2244,baseball,32
2245,match,32
2246,ceremony,32
2247,teams,32
2248,it”,32
2249,chinas,32
2250,fellow,32
2251,drudgereport,32
2252,einstein,32
2253,strange,32
2254,lordsugar,32
2255,planet,32
2256,ineffective,32
2257,cryin’,32
2258,obvious,32
2259,believes,32
2260,jealous,32
2261,fred,32
2262,hispanics,32
2263,utah,31
2264,nervous,31
2265,teamcavuto,31
2266,sit,31
2267,booming,31
2268,obviously,31
2269,exposed,31
2270,larger,31
2271,penalty,31
2272,endorse,31
2273,shouldn’t,31
2274,havent,31
2275,tariff,31
2276,missouri,31
2277,cnnpolitics,31
2278,albert,31
2279,weather,31
2280,sgt,31
2281,movie,31
2282,cuban,31
2283,cadillacchamp,31
2284,include,31
2285,pride,31
2286,markets,31
2287,episodes,31
2288,nypost,31
2289,franklin,31
2290,production,31
2291,inspiring,31
2292,damn,31
2293,legend,31
2294,anticipated,31
2295,ten,31
2296,launch,31
2297,larry,31
2298,oklahoma,31
2299,justices,31
2300,unfortunately,31
2301,begins,31
2302,winston,31
2303,boycott,31
2304,embassy,31
2305,trumptuesday,31
2306,extremely,31
2307,six,31
2308,london,31
2309,timing,31
2310,australia,31
2311,netanyahu,31
2312,worried,31
2313,writer,31
2314,source,31
2315,penn,31
2316,crippled,31
2317,we’ve,31
2318,taliban,31
2319,buildings,31
2320,ron,31
2321,ticket,31
2322,fl,30
2323,resign,30
2324,employees,30
2325,ricksantorum,30
2326,exact,30
2327,lateshow,30
2328,farm,30
2329,supported,30
2330,violent,30
2331,hired,30
2332,sweepstweet,30
2333,capital,30
2334,funds,30
2335,hoping,30
2336,grateful,30
2337,audience,30
2338,conflict,30
2339,jr,30
2340,solutions,30
2341,guilty,30
2342,trumpwaikiki,30
2343,traceadkins,30
2344,bankruptcy,30
2345,pundits,30
2346,christian,30
2347,fault,30
2348,jones,30
2349,details,30
2350,earlier,30
2351,walker,30
2352,motivation,30
2353,van,30
2354,investigate,30
2355,kurds,30
2356,ig,30
2357,heads,30
2358,camp,30
2359,matters,30
2360,upset,30
2361,wounded,30
2362,allies,30
2363,youd,30
2364,purposely,30
2365,veteran,30
2366,supposed,30
2367,piers,30
2368,goods,30
2369,requires,30
2370,appreciated,30
2371,returning,30
2372,anger,30
2373,design,30
2374,violence,29
2375,twice,29
2376,christopher,29
2377,achievement,29
2378,skills,29
2379,espn,29
2380,google,29
2381,montana,29
2382,countrys,29
2383,rand,29
2384,basis,29
2385,faster,29
2386,sucks,29
2387,fallen,29
2388,quite,29
2389,hill,29
2390,newspaper,29
2391,manager,29
2392,citizen,29
2393,lobbyists,29
2394,trumpturnberry,29
2395,attitude,29
2396,ferry,29
2397,pipeline,29
2398,kick,29
2399,kenya,29
2400,msdnc,29
2401,unprecedented,29
2402,comeback,29
2403,growing,29
2404,tmobile,29
2405,understands,29
2406,orlando,29
2407,miles,29
2408,steal,29
2409,compared,29
2410,opened,29
2411,continued,29
2412,controlled,29
2413,geraldo,29
2414,expanding,29
2415,healthy,29
2416,knowing,29
2417,regulation,29
2418,thehill,29
2419,restaurants,29
2420,president”,29
2421,williams,29
2422,losses,29
2423,she’s,29
2424,knowingly,29
2425,brotherhood,29
2426,seat,29
2427,greg,28
2428,solid,28
2429,defeated,28
2430,quid,28
2431,jeffrey,28
2432,mccarthy,28
2433,thrown,28
2434,they’ve,28
2435,kevinjonas,28
2436,tigerwoods,28
2437,brennan,28
2438,syrian,28
2439,everywhere,28
2440,spring,28
2441,luther,28
2442,tragedy,28
2443,filed,28
2444,tool,28
2445,areas,28
2446,wayne,28
2447,child,28
2448,crash,28
2449,stupidity,28
2450,respond,28
2451,commitment,28
2452,december,28
2453,pga,28
2454,ship,28
2455,irrelevant,28
2456,pacific,28
2457,count,28
2458,networks,28
2459,development,28
2460,bs,28
2461,praying,28
2462,opponents,28
2463,humanitarian,28
2464,tahmooressi,28
2465,handling,28
2466,pennjillette,28
2467,departing,28
2468,effect,28
2469,“it,28
2470,crookedhillary,28
2471,nra,28
2472,ceiling,28
2473,rolling,28
2474,landslide,28
2475,fundanything,28
2476,impressive,28
2477,lou,28
2478,honestly,28
2479,sternshow,28
2480,msvivicafox,28
2481,doctors,28
2482,bruce,28
2483,value,28
2484,conditions,28
2485,moore,28
2486,designed,28
2487,hillarys,28
2488,asap,28
2489,saving,28
2490,medal,28
2491,lol,27
2492,enjoying,27
2493,whos,27
2494,target,27
2495,pocahontas,27
2496,hospital,27
2497,income,27
2498,ultimate,27
2499,begun,27
2500,foolish,27
2501,pervert,27
2502,harry,27
2503,represented,27
2504,leaked,27
2505,civil,27
2506,disappointed,27
2507,publicity,27
2508,tape,27
2509,orders,27
2510,nominated,27
2511,diamond,27
2512,jimmy,27
2513,nydailynews,27
2514,kilmeade,27
2515,jewish,27
2516,lance,27
2517,“there,27
2518,china’s,27
2519,smartest,27
2520,leaks,27
2521,commercial,27
2522,jackson,27
2523,tampa,27
2524,payments,27
2525,goofy,27
2526,johnson,27
2527,certificate,27
2528,thugs,27
2529,masterpiece,27
2530,featuring,27
2531,lover,27
2532,cbsnews,27
2533,“it’s,27
2534,kate,27
2535,task,27
2536,management,27
2537,firm,27
2538,picked,27
2539,lifetime,27
2540,fixing,27
2541,benefits,27
2542,hasnt,27
2543,skyline,27
2544,otherwise,27
2545,reached,27
2546,bin,27
2547,hardworking,27
2548,announcing,27
2549,proper,27
2550,upon,27
2551,legacy,27
2552,champions,27
2553,delay,27
2554,handled,26
2555,treatment,26
2556,senatemajldr,26
2557,proof,26
2558,cancer,26
2559,charles,26
2560,everyday,26
2561,arab,26
2562,minneapolis,26
2563,landing,26
2564,optimism,26
2565,suffering,26
2566,buffalobills,26
2567,vast,26
2568,primaries,26
2569,cup,26
2570,joined,26
2571,dreams,26
2572,comment,26
2573,stunning,26
2574,richard,26
2575,iontv,26
2576,mass,26
2577,auto,26
2578,doug,26
2579,jacknicklaus,26
2580,beaten,26
2581,cabinet,26
2582,barbarajwalters,26
2583,noon,26
2584,sen,26
2585,fund,26
2586,levin,26
2587,meetthepress,26
2588,evil,26
2589,caucus,26
2590,msm,26
2591,affected,26
2592,defending,26
2593,plain,26
2594,furious,26
2595,scared,26
2596,percent,26
2597,decide,26
2598,costly,26
2599,luxurious,26
2600,begging,26
2601,purpose,26
2602,achieve,26
2603,tens,26
2604,golden,26
2605,clown,26
2606,dining,26
2607,achievers,26
2608,danger,26
2609,likely,26
2610,quo,26
2611,washtimes,26
2612,oreilly,26
2613,boy,26
2614,strike,25
2615,exclusively,25
2616,partners,25
2617,releasing,25
2618,revealed,25
2619,combined,25
2620,jimmyfallon,25
2621,spread,25
2622,goal,25
2623,narrative,25
2624,stars,25
2625,“no,25
2626,morgan,25
2627,natural,25
2628,theapprentice,25
2629,excitement,25
2630,apologized,25
2631,copies,25
2632,summer,25
2633,limbaugh,25
2634,owe,25
2635,brett,25
2636,feeling,25
2637,heavily,25
2638,inspire,25
2639,antitrump,25
2640,where’s,25
2641,easter,25
2642,pinehurst,25
2643,famous,25
2644,moved,25
2645,cohen,25
2646,embarrassment,25
2647,mostly,25
2648,miller,25
2649,sarasota,25
2650,jeter,25
2651,ballots,25
2652,turns,25
2653,ed,25
2654,hearings,25
2655,kicked,25
2656,proudly,25
2657,moscow,25
2658,iconic,25
2659,acres,25
2660,baby,25
2661,stick,25
2662,fell,25
2663,pure,25
2664,teamtrump,25
2665,you’ve,25
2666,someday,25
2667,megyn,25
2668,ends,25
2669,qualified,25
2670,homeland,25
2671,spitzer,25
2672,ball,25
2673,conservatives,25
2674,fiction,25
2675,ianziering,25
2676,impressed,25
2677,contestants,24
2678,hot,24
2679,includes,24
2680,tribute,24
2681,constitution,24
2682,stolen,24
2683,surveillance,24
2684,mouth,24
2685,combat,24
2686,todd,24
2687,employment,24
2688,keynote,24
2689,church,24
2690,sides,24
2691,kansas,24
2692,citizenship,24
2693,asylum,24
2694,channel,24
2695,accomplish,24
2696,sec,24
2697,serving,24
2698,language,24
2699,deficits,24
2700,reduce,24
2701,protest,24
2702,register,24
2703,resources,24
2704,pledge,24
2705,easier,24
2706,kaine,24
2707,bird,24
2708,dmregister,24
2709,mentioned,24
2710,terms,24
2711,opens,24
2712,ya,24
2713,empire,24
2714,soooo,24
2715,devastating,24
2716,abandoned,24
2717,clip,24
2718,lake,24
2719,nc,24
2720,nonsense,24
2721,influence,24
2722,accomplishments,24
2723,sandy,24
2724,experts,24
2725,patrick,24
2726,finance,24
2727,tpp,24
2728,trumpferrypoint,24
2729,yrs,24
2730,pittsburgh,24
2731,minute,24
2732,intelligent,24
2733,reach,24
2734,felt,24
2735,removed,24
2736,schools,24
2737,appointed,24
2738,obstruct,24
2739,instincts,24
2740,shoot,24
2741,incorrect,24
2742,inform,24
2743,spying,24
2744,danamira,24
2745,thebrodyfile,24
2746,gorgeous,24
2747,spied,24
2748,eu,24
2749,seth,24
2750,environment,24
2751,complaining,24
2752,donors,24
2753,weekly,24
2754,chain,23
2755,mary,23
2756,sued,23
2757,reelection,23
2758,victories,23
2759,confirmed,23
2760,tiffany,23
2761,causing,23
2762,lee,23
2763,sacrifice,23
2764,heres,23
2765,size,23
2766,compete,23
2767,entertaining,23
2768,ca,23
2769,square,23
2770,unity,23
2771,armstrong,23
2772,independence,23
2773,disgraced,23
2774,ohr,23
2775,representative,23
2776,charged,23
2777,subjects,23
2778,bid,23
2779,cancelled,23
2780,martin,23
2781,direct,23
2782,assault,23
2783,gstephanopoulos,23
2784,nick,23
2785,focusing,23
2786,illinois,23
2787,hostages,23
2788,courageous,23
2789,sentedcruz,23
2790,walls,23
2791,doctor,23
2792,towards,23
2793,freezing,23
2794,becomes,23
2795,classy,23
2796,hire,23
2797,bright,23
2798,opposed,23
2799,investments,23
2800,overseas,23
2801,kingdom,23
2802,bowl,23
2803,soft,23
2804,ended,23
2805,cadillac,23
2806,nbcsnl,23
2807,flying,23
2808,encourage,23
2809,clapper,23
2810,dropping,23
2811,ring,23
2812,sharp,23
2813,letting,23
2814,loses,23
2815,wrestlemania,23
2816,cleveland,23
2817,quick,23
2818,jobless,23
2819,stood,23
2820,referred,23
2821,seven,23
2822,taxpayer,23
2823,celebration,23
2824,wages,23
2825,amenities,23
2826,spends,23
2827,windmills,23
2828,republic,23
2829,troy,23
2830,closer,23
2831,tip,23
2832,ppl,23
2833,phenomenal,23
2834,scheduled,23
2835,nro,23
2836,sale,23
2837,maryland,23
2838,particular,23
2839,joenbc,23
2840,wharton,23
2841,towers,22
2842,injured,22
2843,accurate,22
2844,table,22
2845,endless,22
2846,imagination,22
2847,professionals,22
2848,cable,22
2849,brutal,22
2850,neither,22
2851,appropriate,22
2852,administrations,22
2853,overtime,22
2854,loud,22
2855,fighters,22
2856,listened,22
2857,cards,22
2858,briefing,22
2859,sports,22
2860,toure,22
2861,openly,22
2862,dennisrodman,22
2863,boeing,22
2864,owned,22
2865,scene,22
2866,constitutional,22
2867,you’ll,22
2868,trafficking,22
2869,alex,22
2870,welfare,22
2871,express,22
2872,corporate,22
2873,nicely,22
2874,swing,22
2875,investigating,22
2876,followed,22
2877,february,22
2878,hearts,22
2879,feels,22
2880,british,22
2881,heritage,22
2882,ego,22
2883,houston,22
2884,laden,22
2885,names,22
2886,plays,22
2887,wide,22
2888,bosses,22
2889,winter,22
2890,delivering,22
2891,prayer,22
2892,ignore,22
2893,reputation,22
2894,hbo,22
2895,michelle,22
2896,golfchannel,22
2897,arseniohall,22
2898,contributions,22
2899,bret,22
2900,segment,22
2901,rebuilt,22
2902,criticized,22
2903,violation,22
2904,connecticut,22
2905,fireworks,22
2906,rebels,22
2907,tank,22
2908,immigrant,22
2909,maine,22
2910,horrendous,22
2911,alive,22
2912,checks,22
2913,roll,22
2914,epic,22
2915,awarded,22
